lessonId,title,displayedFormula,sourceWithinApplication,enginePreset,exampleInputs,expectedOutputs,reviewStatus
211,Angle Bisector,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
212,Tangent,tangent perpendicular radius,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
212,Tangent,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
213,Best-Fit Line,y=mx+b,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
213,Best-Fit Line,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
214,Triangle Constructor,A+B+C=180 degrees,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
214,Triangle Constructor,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
215,Regular Polygon,exterior angle=360 degrees/n,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
215,Regular Polygon,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
216,Rigid Polygon,lengths and angles stay equal,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
216,Rigid Polygon,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
217,General Polygon,P=sum of side lengths,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
217,General Polygon,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
218,Circle: Centre and Point,"r=distance(C,P)",core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
218,Circle: Centre and Point,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
219,Circle: Centre and Radius,"distance(C,X)=r",core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
219,Circle: Centre and Radius,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
220,Circle Through Three Points,CA=CB=CC,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
220,Circle Through Three Points,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
221,Compass,r_new=r_original,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
221,Compass,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
222,Semicircle,A=(1/2)pi r^2,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
222,Semicircle,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
223,Circular Arc,s=r theta,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
223,Circular Arc,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
224,Circumcircular Arc,OA=OB=OC,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
224,Circumcircular Arc,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
225,Circular Sector,A=(1/2)r^2 theta,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
225,Circular Sector,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
226,Conic Through Five Points,Ax^2+Bxy+Cy^2+Dx+Ey+F=0,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
226,Conic Through Five Points,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
227,Ellipse,PF1+PF2=constant,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
227,Ellipse,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
228,Hyperbola,|PF1-PF2|=constant,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
228,Hyperbola,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
229,Parabola,"PF=distance(P,directrix)",core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
229,Parabola,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
230,Distance / Length,d=sqrt((x2-x1)^2+(y2-y1)^2),core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
230,Distance / Length,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
231,Area,A=(1/2)bh,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
231,Area,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
232,Angle,360 degrees,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
232,Angle,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
233,Fixed Angle,measure(angle ABC)=constant,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
233,Fixed Angle,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
234,Relation Checker,"relation(object1,object2)=true or false",core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
234,Relation Checker,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
235,Construction Steps,step n uses earlier steps,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
235,Construction Steps,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
236,Translation by Vector,P'=P+v,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
236,Translation by Vector,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
237,Reflection in Line,line is perpendicular bisector of PP',core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
237,Reflection in Line,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
238,Reflection in Point,C midpoint of PP',core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
238,Reflection in Point,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
239,Reflection in Circle,OP*OP'=r^2,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
239,Reflection in Circle,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
240,Rotation Around Point,OP=OP' and angle POP'=theta,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
240,Rotation Around Point,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
241,Dilation from Point,OP'=k*OP,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
241,Dilation from Point,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
242,Matrix Transformation,P'=AP,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
242,Matrix Transformation,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
243,Composite Transformations,T2(T1(P)),core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
243,Composite Transformations,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
244,Transformation Mapping,P -> P',core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
244,Transformation Mapping,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
245,Invariants,property before = property after,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
245,Invariants,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
246,Symmetry Explorer,T(shape)=shape,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
246,Symmetry Explorer,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
247,Locus Generator,P satisfies condition,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
247,Locus Generator,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
248,Equidistant Loci,"d(P,A)=d(P,B)",core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
248,Equidistant Loci,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
249,Moving-Linkage Loci,P(t) follows linkage constraints,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
249,Moving-Linkage Loci,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
250,Envelope of Lines,line family touches curve,core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
250,Envelope of Lines,d=\sqrt{(x_2-x_1)^2+(y_2-y_1)^2},core lesson content formula card,geometry2d.core-model,primary-control,geometry-measurement,needs-review
